v1 v2 v3 v4 v5 v6 v8 v9 v10 v11 v13 v14 v15 v16 v17 v18 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v44 v46 v47 v48 v49 v50 v118 v53 v54
2 12 1 1 1 0 2 0 1 4 0 5 1 2 1 14 0 0 0 0 1 0 1 0 0 0 0 5 2 0 1 1 -1 1 -1 0 8 1 1 0 2 0 2 0
2 12 1 1 1 0 2 0 1 4 0 5 1 2 1 14 0 0 0 0 1 0 1 0 0 0 0 5 2 0 1 1 -1 1 -1 0 8 1 1 0 2 0 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 11 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 3 0 3 1 1 1 9 0 0 0 1 1 1 1 0 0 0 1 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
3 12 1 1 1 0 2 0 0 1 0 6 0 3 1 4 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 6 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 0 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 12 1 1 1 0 2 0 1 4 0 5 1 2 1 14 0 0 0 0 1 0 1 0 0 0 0 5 2 0 1 1 -1 1 -1 0 8 1 1 0 2 0 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 6 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 6 0 0 1 1 0 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 14 0 0 1 1 0 1 1 0 0 0 0 3 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 6 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 1 1 0 2 0 1 4 0 5 1 2 1 6 0 0 0 0 1 0 1 0 0 0 0 5 2 0 1 1 -1 1 -1 0 8 1 1 0 2 0 2 0
3 12 1 1 1 0 2 0 1 4 0 6 0 3 1 4 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 4 0 0 1 1 1 1 1 0 0 0 1 2 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 1 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
3 12 1 1 1 0 2 0 1 4 0 6 0 3 1 5 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
1 11 1 0 1 0 1 1 1 4 0 3 1 1 1 12 1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 9 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 14 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 12 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 0 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 12 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 0 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 1 4 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 1 1 0 2 0 1 4 0 5 1 2 1 1 0 0 0 0 1 0 1 0 0 0 0 5 2 0 1 1 -1 1 -1 0 8 1 1 0 2 0 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 11 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 14 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
3 12 1 1 1 0 2 0 0 1 0 6 0 3 1 4 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
1 11 1 0 1 0 0 0 1 3 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0 5 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 11 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 0 0 2 0 1 3 0 3 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 9 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 9 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 9 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 9 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 11 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 11 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 4 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 4 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 1 1 1 4 0 3 1 1 1 11 1 0 1 1 0 1 1 0 0 1 0 2 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 2 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 4 0 0 0 1 1 1 1 0 0 0 0 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 14 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 14 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 14 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 0 1 0 0 1 3 0 1 1 1 1 14 0 0 1 1 0 1 1 0 0 0 1 1 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
2 12 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 5 2 0 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 0 0 1 3 0 1 1 1 1 9 0 0 1 1 0 1 1 0 0 0 0 3 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
1 11 1 0 1 0 1 0 1 4 0 3 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 4 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
3 12 1 1 1 0 2 0 1 4 0 6 0 3 1 4 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 6 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 11 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
3 12 1 1 1 0 2 0 1 4 0 6 0 3 1 14 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 -1 1 0 0 8 0 1 0 2 17 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
2 11 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 5 1 0 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 12 1 0 1 0 2 0 1 4 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 0 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
1 11 1 0 0 0 0 0 1 3 0 1 1 1 1 14 0 0 1 1 1 1 1 0 0 0 0 5 1 4 1 0 0 1 -1 0 5 1 0 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 11 0 0 0 1 1 1 1 0 0 0 0 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 4 0 0 1 1 1 1 1 0 0 0 1 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 9 0 0 0 1 1 1 1 0 0 0 1 5 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 6 0 0 0 1 1 1 1 0 0 0 1 2 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 11 1 0 1 0 2 0 1 0 0 2 1 2 1 2 0 0 0 1 1 1 1 0 0 0 1 4 1 2 1 0 -1 1 -1 0 5 1 1 0 0 14 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 14 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
2 12 1 0 1 0 2 0 1 0 0 2 1 2 1 14 0 0 0 1 1 1 1 0 0 0 0 4 2 2 1 0 -1 1 -1 0 8 1 1 0 0 15 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 6 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
1 11 1 0 1 0 2 0 1 4 0 3 1 1 1 6 0 0 0 1 1 1 1 0 0 0 0 3 1 0 1 0 -1 1 -1 0 5 1 1 0 2 11 2 0
